timestamp,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume
2021-06-24 05:30:00,34649.32,4725.82718452,1989.63,51434.49602856,31.18103409,641150364.0
2021-06-25 05:30:00,31597.75,5099.26353351,1810.88,61519.9304785,28.69886208,632052177.0
2021-06-26 05:30:00,32269.38,3300.16005776,1831.03,32140.3128202,29.71285439,560342710.0
2021-06-27 05:30:00,34699.5,3260.56534452,1983.22,50563.46120942,31.92939186,497353288.0
2021-06-28 05:30:00,34487.11,3369.99371686,2082.46,54038.39387571,32.92778015,473612135.0
2021-06-29 05:30:00,35907.93,3179.50783988,2162.5,24375.35452208,33.86680222,471854279.0
2021-06-30 05:30:00,35037.23,3381.0453953,2276.34,28892.51290189,35.55640411,570984168.0
2021-07-01 05:30:00,33564.21,3118.76325902,2107.77,61697.67783757,33.40403366,474665321.0
2021-07-02 05:30:00,33811.56,2086.83881625,2155.07,18594.84391167,34.02048111,440298780.0
2021-07-03 05:30:00,34688.3,1244.49692391,2227.69,27644.99821069,34.47881699,327019964.0
2021-07-04 05:30:00,35289.21,1204.00371528,2324.49,27148.07903976,34.31060028,303420520.0
2021-07-05 05:30:00,33704.21,2254.35340918,2199.0,16729.89935635,32.98458862,313839322.0
2021-07-06 05:30:00,34244.09,2386.50511711,2323.16,19928.10013108,34.26913834,365336040.0
2021-07-07 05:30:00,33882.47,1540.04244824,2312.92,16651.74676281,36.59136963,519252659.0
2021-07-08 05:30:00,32898.79,2945.85492495,2114.79,53799.96747791,33.20372772,498201257.0
2021-07-09 05:30:00,33826.43,1636.57507041,2146.58,26453.51274854,33.26464844,327170629.0
2021-07-10 05:30:00,33517.6,1442.42483187,2109.76,13779.07649688,31.78864479,296566657.0
2021-07-11 05:30:00,34258.53,1635.01765874,2138.96,14253.5551436,32.17784119,211679810.0
2021-07-12 05:30:00,33105.0,1879.53733471,2034.88,26060.03596589,30.84808731,221058993.0
2021-07-13 05:30:00,32728.0,1870.57403303,1940.15,22621.21878961,29.12118912,197825362.0
2021-07-14 05:30:00,32823.55,2753.09806091,1993.91,24409.73600104,31.28100014,331866434.0
2021-07-15 05:30:00,31848.65,2470.21303625,1915.93,22646.34478365,28.45210075,329918376.0
2021-07-16 05:30:00,31388.17,1912.46866725,1876.66,13497.15215792,26.37000847,374718328.0
2021-07-17 05:30:00,31529.68,1550.07201059,1898.48,8351.41316278,26.72166824,289689475.0
2021-07-18 05:30:00,31776.65,1256.54606075,1890.99,31458.20797427,26.75190926,230336396.0
2021-07-19 05:30:00,30829.29,2506.27744084,1817.29,21444.93668991,24.44757652,361915410.0
2021-07-20 05:30:00,29786.58,3413.24206454,1786.54,22905.23484027,23.48955536,413439963.0
2021-07-21 05:30:00,32138.45,4842.16399723,1995.5,43597.24024402,26.6230793,555770206.0
2021-07-22 05:30:00,32300.88,2392.46948134,2023.0,32572.01894305,27.70208168,364666998.0
2021-07-23 05:30:00,33684.17,1976.38421775,2126.2,41166.85655321,28.51387978,407955237.0
2021-07-24 05:30:00,34301.78,1440.46627864,2185.86,31094.43912462,28.70261955,353750758.0
2021-07-25 05:30:00,35428.28,2063.49425027,2194.0,19955.29096847,28.16877365,309208018.0
2021-07-26 05:30:00,37291.24,8840.39875048,2228.0,58867.0559642,28.30664253,743673802.0
2021-07-27 05:30:00,39475.41,5896.66715588,2304.62,33758.19651174,28.06532669,375599550.0
2021-07-28 05:30:00,40036.32,3943.47800378,2299.52,33002.47291685,27.81541061,315682626.0
2021-07-29 05:30:00,40037.51,2306.03838571,2383.89,16193.05534582,31.28113747,448009571.0
2021-07-30 05:30:00,42234.89,3651.71579023,2464.18,28684.92554504,32.39394379,617830199.0
2021-07-31 05:30:00,41490.13,1507.86822076,2525.76,16681.72420495,36.82731247,587168181.0
2021-08-01 05:30:00,39839.0,2042.01706796,2556.3,30046.3884218,34.2543602,490639931.0
2021-08-03 05:30:00,38177.07,3279.64493738,2508.04,47814.05946286,33.99644089,474629269.0
2021-08-04 05:30:00,39741.12,4080.83535873,2725.34,35298.26581396,35.7636261,413657602.0
2021-08-05 05:30:00,40894.67,5804.4070686,2830.09,59817.44387229,37.35513687,595137193.0
2021-08-06 05:30:00,42856.59,2937.38483944,2892.51,42441.25502101,39.44610214,589190671.0
2021-08-07 05:30:00,44612.94,4886.93838098,3162.81,61298.40643221,39.4034729,534979916.0
2021-08-08 05:30:00,43858.42,3647.1306298,3015.33,35067.99007194,37.67382431,358570315.0
2021-08-09 05:30:00,46292.89,4961.58828106,3167.0,58649.17163341,38.76778412,377034585.0
2021-08-10 05:30:00,45609.7,2390.08850832,3141.68,62559.00520929,40.63979721,452480699.0
2021-08-11 05:30:00,45539.85,2606.12636675,3161.79,42964.57202773,41.74411392,507980107.0
2021-08-12 05:30:00,44444.45,2463.50628392,3044.74,62010.65214099,41.09936142,527833804.0
2021-08-13 05:30:00,47860.58,2934.74203072,3324.52,69768.36897722,44.89450073,541894525.0
2021-08-14 05:30:00,47119.73,1908.95141153,3267.79,15912.95409833,44.11285019,363834257.0
2021-08-15 05:30:00,47028.3,1726.79562797,3311.44,48177.33312548,53.74515915,1448656564.0
2021-08-16 05:30:00,45930.51,2410.0335001,3146.83,35598.18121591,62.4324646,3799339365.0
2021-08-17 05:30:00,44694.35,3286.2732645,3011.95,40559.79078982,64.21070862,4043742154.0
2021-08-18 05:30:00,44721.13,2247.93415783,3014.15,22698.34338378,72.54331207,4507409622.0
2021-08-19 05:30:00,46764.3,2776.2376849,3185.18,29868.35300495,72.75760651,2467398203.0
2021-08-20 05:30:00,49356.0,2815.55159523,3285.64,42648.69027447,78.724617,1844455899.0
2021-08-21 05:30:00,48884.34,1768.24156609,3226.15,14103.88537984,73.75621033,1513097171.0
2021-08-22 05:30:00,49301.86,985.76533304,3241.55,12365.33086429,72.80391693,968933849.0
2021-08-23 05:30:00,49561.37,2419.86814706,3317.25,29497.49181192,75.70803833,1372134245.0
2021-08-24 05:30:00,47731.33,2217.80305724,3175.68,23329.90075176,70.67090607,2153611667.0
2021-08-25 05:30:00,49011.75,1902.72053396,3230.85,19053.49252198,71.9515686,1551240766.0
2021-08-26 05:30:00,46856.29,2091.1098261,3093.48,36680.91546467,75.31620789,2713050538.0
2021-08-27 05:30:00,49100.49,1943.55725598,3276.68,34458.87413658,88.08698273,3263988286.0
2021-08-28 05:30:00,48935.36,692.70588551,3245.0,11899.0872819,96.70317078,2580080503.0
2021-08-29 05:30:00,48808.72,1044.48189034,3225.34,5955.12459745,94.46967316,1830344091.0
2021-08-30 05:30:00,47003.44,1676.48255108,3226.49,29991.18295265,110.54480743,5274104165.0
2021-08-31 05:30:00,47156.09,2239.1677032,3432.54,39840.4682084,108.48377228,7590894022.0
2021-09-01 05:30:00,48853.49,2194.6300788,3831.7,30850.0014538,111.03300476,3974443896.0
2021-09-02 05:30:00,49274.79,2267.93197524,3786.56,17458.22411701,128.10238647,5074399603.0
2021-09-03 05:30:00,50025.04,2226.78294854,3938.74,24675.33174941,146.58305359,7526373837.0
2021-09-04 05:30:00,49943.16,869.28839285,3887.1,8918.8347065,139.11306763,3970422964.0
2021-09-05 05:30:00,51809.28,986.487083,3951.48,10913.21594416,142.07087708,2996918105.0
2021-09-06 05:30:00,52708.2,2057.32862241,3928.29,11349.557157,164.38092041,5774090688.0
2021-09-07 05:30:00,46866.82,6811.92218815,3429.61,86004.06932253,173.14892578,17068643416.0
2021-09-08 05:30:00,46091.94,3309.09834404,3492.64,34645.05033853,191.04139709,13187213606.0
2021-09-09 05:30:00,46392.81,2595.98696952,3424.01,19599.62956934,188.19580078,12676272744.0
2021-09-10 05:30:00,44857.38,2392.57110617,3209.71,31711.17037239,179.86523438,7087524572.0
2021-09-11 05:30:00,45176.66,906.80620376,3266.98,10545.99212411,178.86787415,5367389010.0
2021-09-12 05:30:00,46035.0,1015.76215832,3406.08,11826.55588036,174.53762817,3012633094.0
2021-09-13 05:30:00,44974.34,2308.42207379,3281.62,29999.77812738,169.26954651,6437530449.0
2021-09-14 05:30:00,47103.18,1643.95662405,3437.0,20109.68062981,158.09481812,5799758794.0
2021-09-15 05:30:00,48150.94,1307.24871087,3615.24,14603.01485019,159.11738586,3908939772.0
2021-09-16 05:30:00,47760.64,1886.04173385,3571.25,24683.64951707,152.47406006,3215168472.0
